# BSM1-style influent (synthesised, not the canonical IWA file).
# Generated by scripts/generate_bsm1_influent.py at repo setup.
# Profile follows Copp 2002 Table 5.1 average composition plus a
# diurnal flow / load pattern. Replace with the official BSM1 file
# for published-EQI comparisons.
# Columns: t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q
t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q
2.30208,26.975,66.4122,46.0373,193.331,26.9184,0,0,0,0,30.1578,6.64122,10.1195,6.689,17626.5
2.3125,29.0271,71.2583,49.5396,207.439,28.8827,0,0,0,0,32.3585,7.12583,10.8579,7.1771,18912.7
2.32292,31.0171,76.0151,52.9358,221.286,30.8107,0,0,0,0,34.5185,7.60151,11.5827,7.65619,20175.2
2.33333,29.25,71.6508,49.92,208.581,29.0418,0,0,0,0,32.5367,7.16508,10.9177,7.21662,19016.8
2.34375,32.0407,78.5442,54.6827,228.648,31.8358,0,0,0,0,35.667,7.85442,11.9681,7.91093,20846.4
2.35417,31.5036,77.373,53.7661,225.239,31.3611,0,0,0,0,35.1351,7.7373,11.7896,7.79296,20535.6
2.36458,29.7715,73.3346,50.81,213.483,29.7243,0,0,0,0,33.3013,7.33346,11.1743,7.38622,19463.8
2.375,29.2917,72.4346,49.9911,210.863,29.3595,0,0,0,0,32.8926,7.24346,11.0372,7.29557,19224.9
2.38542,28.4928,70.7919,48.6277,206.081,28.6936,0,0,0,0,32.1466,7.07919,10.7868,7.13012,18788.9
2.39583,28.9501,72.3149,49.4081,210.514,29.311,0,0,0,0,32.8383,7.23149,11.0189,7.28352,19193.1
2.40625,27.7903,69.8245,47.4288,203.265,28.3015,0,0,0,0,31.7074,6.98245,10.6394,7.03268,18532.1
2.41667,31.8066,80.4065,54.2833,234.07,32.5907,0,0,0,0,36.5127,8.04065,12.2519,8.0985,21340.7
2.42708,32.3861,82.3812,55.2722,239.818,33.391,0,0,0,0,37.4093,8.23812,12.5528,8.29738,21864.8
2.4375,28.1158,71.9556,47.9843,209.468,29.1653,0,0,0,0,32.6751,7.19556,10.9642,7.24732,19097.7
2.44792,28.2275,72.6591,48.1749,211.517,29.4505,0,0,0,0,32.9946,7.26591,11.0714,7.31819,19284.5
2.45833,27.3472,70.7635,46.6726,205.998,28.6821,0,0,0,0,32.1338,7.07635,10.7825,7.12726,18781.3
2.46875,28.5542,74.2222,48.7325,216.067,30.084,0,0,0,0,33.7043,7.42222,11.3095,7.47561,19699.3
2.47917,25.3405,66.1083,43.2478,192.447,26.7953,0,0,0,0,30.0198,6.61083,10.0732,6.65839,17545.8
2.48958,28.2866,73.9835,48.2758,215.372,29.9873,0,0,0,0,33.5959,7.39835,11.2732,7.45157,19636
2.5,31.9454,83.6646,54.5201,243.554,33.9113,0,0,0,0,37.9922,8.36646,12.7483,8.42666,22205.4
2.51042,29.4815,77.2089,50.3151,224.761,31.2946,0,0,0,0,35.0606,7.72089,11.7646,7.77643,20492
2.52083,31.2819,81.798,53.3877,238.12,33.1547,0,0,0,0,37.1445,8.1798,12.4639,8.23864,21710
2.53125,29.2665,76.2873,49.9482,222.079,30.9211,0,0,0,0,34.6421,7.62873,11.6242,7.68362,20247.4
2.54167,32.641,84.6709,55.7073,246.484,34.3191,0,0,0,0,38.4491,8.46709,12.9017,8.528,22472.5
2.55208,30.2988,78.0748,51.71,227.282,31.6456,0,0,0,0,35.4538,7.80748,11.8966,7.86365,20721.9
2.5625,29.427,75.1875,50.2221,218.877,30.4753,0,0,0,0,34.1427,7.51875,11.4566,7.57285,19955.5
2.57292,33.8286,85.5427,57.7342,249.021,34.6725,0,0,0,0,38.845,8.55427,13.0345,8.61581,22703.9
2.58333,29.5133,73.7209,50.3694,214.607,29.8808,0,0,0,0,33.4767,7.37209,11.2332,7.42512,19566.3
2.59375,28.1682,69.372,48.0737,201.947,28.1181,0,0,0,0,31.5019,6.9372,10.5705,6.98711,18412
2.60417,30.3029,73.4436,51.7169,213.8,29.7684,0,0,0,0,33.3508,7.34436,11.1909,7.39719,19492.7
2.61458,29.9417,71.2863,51.1006,207.52,28.894,0,0,0,0,32.3712,7.12863,10.8622,7.17992,18920.1
2.625,31.5995,73.7765,53.9298,214.769,29.9034,0,0,0,0,33.502,7.37765,11.2416,7.43073,19581
2.63542,28.6175,65.415,48.8406,190.428,26.5143,0,0,0,0,29.705,6.5415,9.96755,6.58856,17361.8
2.64583,31.2071,69.7373,53.2601,203.011,28.2662,0,0,0,0,31.6677,6.97373,10.6262,7.0239,18509
2.65625,31.2791,68.2448,53.383,198.666,27.6612,0,0,0,0,30.99,6.82448,10.3987,6.87357,18112.8
2.66667,28.9985,61.7051,49.4907,179.628,25.0105,0,0,0,0,28.0203,6.17051,9.40225,6.2149,16377.1
2.67708,30.2449,62.714,51.6179,182.565,25.4195,0,0,0,0,28.4785,6.2714,9.55599,6.31652,16644.9
2.6875,28.7539,58.0681,49.0733,169.041,23.5364,0,0,0,0,26.3687,5.80681,8.84807,5.84858,15411.8
2.69792,33.5187,65.9112,57.2053,191.873,26.7154,0,0,0,0,29.9303,6.59112,10.0432,6.63854,17493.5
2.70833,28.9438,55.4266,49.3974,161.351,22.4657,0,0,0,0,25.1693,5.54266,8.44558,5.58254,14710.8
2.71875,29.3204,54.7088,50.0401,159.262,22.1748,0,0,0,0,24.8433,5.47088,8.3362,5.51024,14520.3
2.72917,28.4012,51.6853,48.4715,150.46,20.9493,0,0,0,0,23.4703,5.16853,7.8755,5.20572,13717.8
2.73958,29.4808,52.3991,50.3139,152.538,21.2386,0,0,0,0,23.7945,5.23991,7.98427,5.27761,13907.3
2.75,29.9912,52.1606,51.185,151.844,21.1419,0,0,0,0,23.6862,5.21606,7.94793,5.25359,13844
2.76042,31.1517,53.1376,53.1655,154.688,21.5379,0,0,0,0,24.1298,5.31376,8.0968,5.35199,14103.3
2.77083,29.0843,48.7916,49.6372,142.036,19.7764,0,0,0,0,22.1563,4.87916,7.43457,4.91426,12949.8
2.78125,29.7213,49.1911,50.7244,143.199,19.9383,0,0,0,0,22.3377,4.91911,7.49545,4.9545,13055.8
2.79167,27.8753,45.6753,47.5738,132.964,18.5133,0,0,0,0,20.7412,4.56753,6.95973,4.60039,12122.7
2.80208,28.7589,46.8281,49.0819,136.32,18.9805,0,0,0,0,21.2647,4.68281,7.13539,4.7165,12428.6
2.8125,34.1337,55.4492,58.2549,161.417,22.4749,0,0,0,0,25.1795,5.54492,8.44902,5.58481,14716.8
2.82292,31.5619,51.3562,53.8656,149.502,20.8159,0,0,0,0,23.3209,5.13562,7.82535,5.17256,13630.4
2.83333,28.8279,47.1728,49.1996,137.324,19.1203,0,0,0,0,21.4212,4.71728,7.18791,4.75122,12520.1
2.84375,27.9939,46.2456,47.7763,134.625,18.7444,0,0,0,0,21.0002,4.62456,7.04664,4.65783,12274.1
2.85417,28.5366,47.7664,48.7025,139.052,19.3608,0,0,0,0,21.6907,4.77664,7.27836,4.811,12677.7
2.86458,29.9675,50.9961,51.1445,148.454,20.6699,0,0,0,0,23.1574,5.09961,7.77049,5.1363,13534.9
2.875,30.0521,52.1466,51.2889,151.803,21.1363,0,0,0,0,23.6798,5.21466,7.9458,5.25218,13840.2
2.88542,28.8835,51.2369,49.2944,149.155,20.7675,0,0,0,0,23.2667,5.12369,7.80718,5.16055,13598.8
2.89583,28.0701,51.0134,47.9064,148.504,20.677,0,0,0,0,23.1652,5.10134,7.77313,5.13804,13539.5
2.90625,32.1336,59.9282,54.8413,174.456,24.2903,0,0,0,0,27.2134,5.99282,9.13151,6.03594,15905.6
2.91667,30.6775,58.7832,52.3563,171.122,23.8262,0,0,0,0,26.6935,5.87832,8.95703,5.92061,15601.6
2.92708,29.4381,58.0015,50.2411,168.847,23.5094,0,0,0,0,26.3385,5.80015,8.83793,5.84188,15394.2
2.9375,29.669,60.1287,50.6351,175.04,24.3716,0,0,0,0,27.3045,6.01287,9.16206,6.05613,15958.8
2.94792,29.2057,60.8812,49.8444,177.23,24.6766,0,0,0,0,27.6462,6.08812,9.27672,6.13192,16158.5
2.95833,25.5959,54.8601,43.6837,159.702,22.2361,0,0,0,0,24.912,5.48601,8.35925,5.52548,14560.4
2.96875,30.1735,66.4473,51.4961,193.433,26.9327,0,0,0,0,30.1738,6.64473,10.1248,6.69253,17635.8
2.97917,28.3942,64.1836,48.4594,186.844,26.0151,0,0,0,0,29.1458,6.41836,9.77992,6.46454,17035
2.98958,28.496,66.038,48.6331,192.242,26.7668,0,0,0,0,29.9879,6.6038,10.0625,6.65131,17527.2
3,29.0396,68.8973,49.5609,200.565,27.9257,0,0,0,0,31.2863,6.88973,10.4982,6.93929,18286
3.01042,31.0985,75.4158,53.0747,219.541,30.5678,0,0,0,0,34.2464,7.54158,11.4914,7.59584,20016.1
3.02083,28.2442,69.8905,48.2034,203.457,28.3283,0,0,0,0,31.7373,6.98905,10.6495,7.03934,18549.7
3.03125,27.8486,70.1882,47.5282,204.323,28.4489,0,0,0,0,31.8725,7.01882,10.6949,7.06931,18628.6
3.04167,30.9598,79.3237,52.838,230.917,32.1518,0,0,0,0,36.0209,7.93237,12.0869,7.98944,21053.3
3.05208,31.1316,80.928,53.1312,235.588,32.8021,0,0,0,0,36.7495,8.0928,12.3313,8.15103,21479.1
3.0625,28.5616,75.1814,48.7451,218.859,30.4728,0,0,0,0,34.1399,7.51814,11.4557,7.57223,19953.9
3.07292,30.8436,82.0456,52.6397,238.841,33.255,0,0,0,0,37.257,8.20456,12.5016,8.26358,21775.7
3.08333,29.5626,79.311,50.4534,230.88,32.1466,0,0,0,0,36.0152,7.9311,12.0849,7.98815,21049.9
3.09375,30.4519,82.2356,51.9713,239.394,33.332,0,0,0,0,37.3433,8.22356,12.5306,8.28272,21826.2
3.10417,28.1086,76.2627,47.9719,222.007,30.9111,0,0,0,0,34.631,7.62627,11.6205,7.68114,20240.9
3.11458,31.2493,85.0253,53.3322,247.515,34.4628,0,0,0,0,38.61,8.50253,12.9557,8.5637,22566.6
3.125,31.8049,86.6317,54.2803,252.192,35.1139,0,0,0,0,39.3395,8.66317,13.2004,8.72549,22992.9
3.13542,30.9556,84.2723,52.8309,245.323,34.1576,0,0,0,0,38.2681,8.42723,12.8409,8.48786,22366.7
3.14583,30.8375,83.7771,52.6294,243.882,33.9569,0,0,0,0,38.0433,8.37771,12.7655,8.43799,22235.3
3.15625,24.3416,65.9011,41.543,191.843,26.7113,0,0,0,0,29.9257,6.59011,10.0416,6.63752,17490.8
3.16667,30.3909,81.8929,51.8672,238.397,33.1931,0,0,0,0,37.1876,8.18929,12.4784,8.2482,21735.2
3.17708,29.9618,80.2713,51.1349,233.676,32.5359,0,0,0,0,36.4512,8.02713,12.2313,8.08488,21304.8
3.1875,29.7794,79.2511,50.8236,230.706,32.1224,0,0,0,0,35.988,7.92511,12.0758,7.98213,21034
3.19792,29.0541,76.7507,49.5857,223.427,31.1089,0,0,0,0,34.8525,7.67507,11.6948,7.73028,20370.4
3.20833,30.083,78.8413,51.3417,229.513,31.9562,0,0,0,0,35.8019,7.88413,12.0134,7.94085,20925.3
3.21875,30.6182,79.5844,52.255,231.677,32.2575,0,0,0,0,36.1393,7.95844,12.1266,8.0157,21122.5
3.22917,29.6043,76.3078,50.5247,222.138,30.9294,0,0,0,0,34.6514,7.63078,11.6273,7.68568,20252.9
3.23958,29.305,74.9131,50.0139,218.078,30.364,0,0,0,0,34.0181,7.49131,11.4148,7.5452,19882.7
3.25,31.8446,80.7564,54.3482,235.088,32.7325,0,0,0,0,36.6715,8.07564,12.3052,8.13374,21433.6
3.26042,28.3419,71.3348,48.3703,207.661,28.9137,0,0,0,0,32.3932,7.13348,10.8696,7.1848,18933
3.27083,31.5452,78.8535,53.8372,229.549,31.9612,0,0,0,0,35.8074,7.88535,12.0152,7.94208,20928.5
3.28125,30.2652,75.197,51.6526,218.904,30.4791,0,0,0,0,34.147,7.5197,11.4581,7.5738,19958
3.29167,28.7935,71.1762,49.141,207.2,28.8494,0,0,0,0,32.3212,7.11762,10.8454,7.16883,18890.9
3.30208,29.565,72.7888,50.4576,211.894,29.503,0,0,0,0,33.0534,7.27888,11.0911,7.33125,19318.9
3.3125,28.62,70.259,48.8448,204.529,28.4776,0,0,0,0,31.9046,7.0259,10.7056,7.07644,18647.4
3.32292,31.0126,76.0041,52.9282,221.254,30.8063,0,0,0,0,34.5135,7.60041,11.5811,7.65509,20172.3
3.33333,30.5219,74.7663,52.0906,217.651,30.3046,0,0,0,0,33.9514,7.47663,11.3925,7.53042,19843.7
3.34375,29.1648,71.4943,49.7746,208.126,28.9784,0,0,0,0,32.4656,7.14943,10.8939,7.20087,18975.3
3.35417,28.3467,69.6195,48.3783,202.668,28.2185,0,0,0,0,31.6143,6.96195,10.6082,7.01204,18477.7
3.36458,30.4526,75.0123,51.9724,218.367,30.4043,0,0,0,0,34.0631,7.50123,11.4299,7.5552,19909
3.375,31.4361,77.7374,53.6509,226.3,31.5088,0,0,0,0,35.3006,7.77374,11.8452,7.82967,20632.3
3.38542,29.8292,74.1124,50.9086,215.747,30.0395,0,0,0,0,33.6545,7.41124,11.2928,7.46455,19670.2
3.39583,30.6275,76.5051,52.271,222.712,31.0093,0,0,0,0,34.741,7.65051,11.6574,7.70555,20305.2
3.40625,29.436,73.9593,50.2374,215.301,29.9775,0,0,0,0,33.585,7.39593,11.2695,7.44914,19629.6
3.41667,30.1014,76.0957,51.373,221.521,30.8434,0,0,0,0,34.5551,7.60957,11.595,7.66432,20196.6
3.42708,29.5631,75.2003,50.4543,218.914,30.4805,0,0,0,0,34.1485,7.52003,11.4586,7.57413,19958.9
3.4375,30.4411,77.9065,51.9527,226.792,31.5774,0,0,0,0,35.3774,7.79065,11.8709,7.8467,20677.2
3.44792,27.7353,71.3924,47.335,207.829,28.937,0,0,0,0,32.4193,7.13924,10.8783,7.1906,18948.3
3.45833,30.9663,80.1281,52.8491,233.259,32.4778,0,0,0,0,36.3862,8.01281,12.2095,8.07046,21266.8
3.46875,29.6551,77.0837,50.6114,224.397,31.2439,0,0,0,0,35.0038,7.70837,11.7456,7.76383,20458.8
3.47917,30.5379,79.6673,52.118,231.918,32.2911,0,0,0,0,36.177,7.96673,12.1392,8.02405,21144.5
3.48958,29.4895,77.1298,50.3288,224.531,31.2625,0,0,0,0,35.0247,7.71298,11.7526,7.76847,20471
3.5,30.4805,79.8283,52.0201,232.386,32.3563,0,0,0,0,36.2501,7.98283,12.1638,8.04026,21187.2
3.51042,28.3912,74.3534,48.4542,216.449,30.1372,0,0,0,0,33.7639,7.43534,11.3295,7.48883,19734.1
3.52083,31.7837,83.1103,54.2442,241.941,33.6866,0,0,0,0,37.7404,8.31103,12.6639,8.37082,22058.3
3.53125,27.4447,71.5384,46.8389,208.254,28.9962,0,0,0,0,32.4856,7.15384,10.9006,7.20531,18987
3.54167,28.4411,73.7764,48.5395,214.769,29.9033,0,0,0,0,33.5019,7.37764,11.2416,7.43072,19581
3.55208,30.3535,78.2157,51.8033,227.692,31.7027,0,0,0,0,35.5178,7.82157,11.9181,7.87784,20759.2
3.5625,32.1943,82.2581,54.9449,239.46,33.3411,0,0,0,0,37.3534,8.22581,12.534,8.28498,21832.1
3.57292,30.4172,76.9161,51.912,223.909,31.1759,0,0,0,0,34.9277,7.69161,11.72,7.74695,20414.3
3.58333,29.6281,74.0077,50.5654,215.442,29.9971,0,0,0,0,33.607,7.40077,11.2769,7.45402,19642.4
3.59375,27.8624,68.6189,47.5518,199.755,27.8129,0,0,0,0,31.1599,6.86189,10.4557,6.91126,18212.2
3.60417,29.7131,72.0142,50.7103,209.639,29.189,0,0,0,0,32.7017,7.20142,10.9731,7.25322,19113.3
3.61458,29.9702,71.354,51.1491,207.717,28.9215,0,0,0,0,32.4019,7.1354,10.8725,7.18674,18938.1
3.625,32.5359,75.9627,55.5279,221.133,30.7895,0,0,0,0,34.4947,7.59627,11.5747,7.65092,20161.3
3.63542,30.9332,70.7082,52.7926,205.837,28.6597,0,0,0,0,32.1086,7.07082,10.7741,7.12169,18766.7
3.64583,27.7064,61.9143,47.2855,180.238,25.0954,0,0,0,0,28.1153,6.19143,9.43414,6.23598,16432.7
3.65625,33.0402,72.087,56.3886,209.851,29.2186,0,0,0,0,32.7348,7.2087,10.9842,7.26056,19132.6
3.66667,29.4075,62.5754,50.1888,182.162,25.3633,0,0,0,0,28.4155,6.25754,9.53487,6.30256,16608.1
3.67708,28.6808,59.4709,48.9486,173.124,24.105,0,0,0,0,27.0058,5.94709,9.06182,5.98987,15784.2
3.6875,32.2122,65.0522,54.9755,189.372,26.3672,0,0,0,0,29.5402,6.50522,9.91227,6.55202,17265.5
3.69792,29.9254,58.8452,51.0726,171.303,23.8514,0,0,0,0,26.7217,5.88452,8.96649,5.92686,15618.1
3.70833,29.4489,56.3939,50.2594,164.167,22.8578,0,0,0,0,25.6085,5.63939,8.59297,5.67996,14967.5
3.71875,30.3282,56.5892,51.7601,164.736,22.937,0,0,0,0,25.6972,5.65892,8.62273,5.69963,15019.4
3.72917,31.2673,56.9011,53.3629,165.644,23.0634,0,0,0,0,25.8388,5.69011,8.67026,5.73105,15102.1
3.73958,31.49,55.9702,53.7429,162.934,22.6861,0,0,0,0,25.4161,5.59702,8.52841,5.63729,14855.1
3.75,27.9372,48.5883,47.6795,141.445,19.694,0,0,0,0,22.064,4.85883,7.4036,4.89379,12895.8
3.76042,32.9977,56.2866,56.3161,163.855,22.8143,0,0,0,0,25.5598,5.62866,8.57661,5.66915,14939
3.77083,31.4203,52.7105,53.624,153.444,21.3648,0,0,0,0,23.9359,5.27105,8.03171,5.30897,13989.9
3.78125,29.4312,48.7109,50.2292,141.801,19.7437,0,0,0,0,22.1196,4.87109,7.42228,4.90613,12928.4
3.79167,28.772,47.1446,49.1042,137.242,19.1088,0,0,0,0,21.4084,4.71446,7.18362,4.74838,12512.7
3.80208,28.5465,46.4822,48.7193,135.313,18.8403,0,0,0,0,21.1076,4.64822,7.08269,4.68166,12336.8
3.8125,30.1851,49.0347,51.5158,142.744,19.8749,0,0,0,0,22.2667,4.90347,7.47162,4.93875,13014.3
3.82292,29.028,47.2331,49.5411,137.499,19.1447,0,0,0,0,21.4486,4.72331,7.1971,4.75729,12536.1
3.83333,28.8527,47.2134,49.2419,137.442,19.1367,0,0,0,0,21.4397,4.72134,7.1941,4.75531,12530.9
3.84375,31.2169,51.5699,53.2768,150.124,20.9025,0,0,0,0,23.4179,5.15699,7.85792,5.1941,13687.2
3.85417,30.5469,51.1312,52.1333,148.847,20.7247,0,0,0,0,23.2187,5.11312,7.79107,5.14991,13570.7
3.86458,29.4081,50.0443,50.1899,145.683,20.2842,0,0,0,0,22.7252,5.00443,7.62546,5.04044,13282.3
3.875,31.1014,53.9674,53.0797,157.103,21.8743,0,0,0,0,24.5066,5.39674,8.22323,5.43556,14323.5
3.88542,32.0511,56.856,54.7005,165.512,23.0451,0,0,0,0,25.8183,5.6856,8.66338,5.7265,15090.1
3.89583,28.3583,51.5371,48.3981,150.028,20.8892,0,0,0,0,23.403,5.15371,7.85291,5.19078,13678.5
3.90625,29.0951,54.2615,49.6556,157.959,21.9935,0,0,0,0,24.6402,5.42615,8.26805,5.46519,14401.5
3.91667,31.4139,60.1942,53.6131,175.23,24.3982,0,0,0,0,27.3342,6.01942,9.17204,6.06273,15976.2
3.92708,31.0784,61.2333,53.0405,178.255,24.8193,0,0,0,0,27.8061,6.12333,9.33037,6.16738,16251.9
3.9375,30.34,61.4887,51.7803,178.999,24.9228,0,0,0,0,27.9221,6.14887,9.36929,6.19311,16319.7
3.94792,31.7436,66.1717,54.1758,192.631,26.821,0,0,0,0,30.0486,6.61717,10.0829,6.66478,17562.6
3.95833,28.3677,60.8008,48.4142,176.996,24.644,0,0,0,0,27.6097,6.08008,9.26447,6.12382,16137.1
3.96875,27.7813,61.1793,47.4134,178.098,24.7974,0,0,0,0,27.7815,6.11793,9.32214,6.16194,16237.6
3.97917,28.7002,64.8754,48.9817,188.857,26.2956,0,0,0,0,29.46,6.48754,9.88533,6.53422,17218.6
3.98958,30.1838,69.9495,51.5137,203.629,28.3522,0,0,0,0,31.7641,6.99495,10.6585,7.04527,18565.3
4,28.8059,68.3427,49.162,198.951,27.7009,0,0,0,0,31.0345,6.83427,10.4137,6.88344,18138.8
4.01042,29.2692,70.9797,49.9527,206.628,28.7698,0,0,0,0,32.2319,7.09797,10.8155,7.14904,18838.7
4.02083,28.5375,70.6163,48.704,205.57,28.6225,0,0,0,0,32.0669,7.06163,10.7601,7.11243,18742.3
4.03125,29.0694,73.265,49.6117,213.28,29.696,0,0,0,0,33.2697,7.3265,11.1637,7.3792,19445.3
4.04167,28.4928,73.003,48.6277,212.517,29.5898,0,0,0,0,33.1507,7.3003,11.1238,7.35282,19375.7
4.05208,30.5512,79.4194,52.1407,231.196,32.1906,0,0,0,0,36.0644,7.94194,12.1015,7.99907,21078.7
4.0625,31.1923,82.1061,53.2349,239.017,33.2796,0,0,0,0,37.2845,8.21061,12.5109,8.26968,21791.8
4.07292,29.2793,77.8846,49.9701,226.728,31.5685,0,0,0,0,35.3674,7.78846,11.8676,7.84449,20671.3
4.08333,29.6891,79.6505,50.6694,231.869,32.2842,0,0,0,0,36.1693,7.96505,12.1367,8.02235,21140
4.09375,29.1285,78.6615,49.7126,228.99,31.8834,0,0,0,0,35.7203,7.86615,11.986,7.92274,20877.6
4.10417,30.7969,83.5565,52.56,243.24,33.8674,0,0,0,0,37.9431,8.35565,12.7319,8.41577,22176.7
4.11458,30.1336,81.9895,51.428,238.678,33.2323,0,0,0,0,37.2315,8.19895,12.4931,8.25793,21760.8
4.125,32.3912,88.2288,55.281,256.841,35.7612,0,0,0,0,40.0648,8.82288,13.4438,8.88636,23416.8
4.13542,28.3568,77.1974,48.3956,224.728,31.2899,0,0,0,0,35.0554,7.71974,11.7629,7.77528,20489
4.14583,30.5438,82.9791,52.128,241.559,33.6334,0,0,0,0,37.6809,8.29791,12.6439,8.35761,22023.5
4.15625,30.666,83.0234,52.3366,241.688,33.6514,0,0,0,0,37.701,8.30234,12.6506,8.36207,22035.2
4.16667,29.4593,79.3825,50.2773,231.089,32.1756,0,0,0,0,36.0477,7.93825,12.0958,7.99536,21068.9
4.17708,30.8753,82.7186,52.6938,240.8,33.5278,0,0,0,0,37.5626,8.27186,12.6042,8.33137,21954.3
4.1875,27.8422,74.0957,47.5174,215.698,30.0327,0,0,0,0,33.6469,7.40957,11.2903,7.46287,19665.7
4.19792,33.1782,87.645,56.6241,255.142,35.5246,0,0,0,0,39.7997,8.7645,13.3548,8.82755,23261.9
4.20833,27.9869,73.3478,47.7644,213.521,29.7296,0,0,0,0,33.3073,7.33478,11.1763,7.38755,19467.2
4.21875,31.3797,81.5639,53.5547,237.439,33.0598,0,0,0,0,37.0382,8.15639,12.4282,8.21506,21647.9
4.22917,28.3183,72.993,48.3299,212.488,29.5858,0,0,0,0,33.1462,7.2993,11.1222,7.35182,19373.1
4.23958,31.7263,81.1027,54.1463,236.096,32.8729,0,0,0,0,36.8288,8.11027,12.358,8.16862,21525.5
4.25,29.4228,74.6148,50.215,217.21,30.2432,0,0,0,0,33.8826,7.46148,11.3694,7.51516,19803.5
4.26042,30.2376,76.1062,51.6056,221.551,30.8476,0,0,0,0,34.5599,7.61062,11.5966,7.66537,20199.3
4.27083,30.08,75.1909,51.3366,218.887,30.4767,0,0,0,0,34.1443,7.51909,11.4571,7.57319,19956.4
4.28125,31.6511,78.6403,54.0179,228.928,31.8748,0,0,0,0,35.7106,7.86403,11.9828,7.92061,20871.9
4.29167,29.5177,72.9662,50.3768,212.411,29.575,0,0,0,0,33.134,7.29662,11.1182,7.34912,19366
4.30208,25.5492,62.9019,43.604,183.112,25.4956,0,0,0,0,28.5638,6.29019,9.58462,6.33545,16694.8
4.3125,28.8599,70.8479,49.2542,206.244,28.7163,0,0,0,0,32.1721,7.08479,10.7954,7.13576,18803.7
4.32292,30.2756,74.1979,51.6703,215.996,30.0742,0,0,0,0,33.6933,7.41979,11.3058,7.47317,19692.9
4.33333,29.3393,71.8695,50.0724,209.218,29.1304,0,0,0,0,32.636,7.18695,10.9511,7.23866,19074.9
4.34375,31.1547,76.3724,53.1707,222.326,30.9556,0,0,0,0,34.6808,7.63724,11.6372,7.69219,20270
4.35417,31.523,77.4206,53.7992,225.377,31.3804,0,0,0,0,35.1567,7.74206,11.7969,7.79776,20548.2
4.36458,29.7783,73.3515,50.8217,213.532,29.7311,0,0,0,0,33.309,7.33515,11.1769,7.38792,19468.2
4.375,27.7655,68.6606,47.3865,199.877,27.8298,0,0,0,0,31.1788,6.86606,10.4621,6.91546,18223.2
4.38542,32.0762,79.6952,54.7435,231.999,32.3023,0,0,0,0,36.1896,7.96952,12.1435,8.02685,21151.9
4.39583,31.6246,78.9957,53.9726,229.963,32.0188,0,0,0,0,35.872,7.89957,12.0369,7.9564,20966.2
4.40625,29.5512,74.2489,50.4341,216.144,30.0948,0,0,0,0,33.7165,7.42489,11.3136,7.47831,19706.4
4.41667,33.1624,83.8341,56.5972,244.048,33.9799,0,0,0,0,38.0691,8.38341,12.7741,8.44372,22250.4
4.42708,29.4767,74.9806,50.3069,218.274,30.3914,0,0,0,0,34.0487,7.49806,11.4251,7.552,19900.6
4.4375,28.2943,72.4125,48.289,210.798,29.3505,0,0,0,0,32.8826,7.24125,11.0338,7.29334,19219
4.44792,29.7662,76.6199,50.801,223.047,31.0559,0,0,0,0,34.7931,7.66199,11.6749,7.71711,20335.7
4.45833,31.6168,81.8113,53.9593,238.159,33.16,0,0,0,0,37.1506,8.18113,12.4659,8.23998,21713.5
4.46875,28.5938,74.3251,48.8001,216.366,30.1257,0,0,0,0,33.7511,7.43251,11.3252,7.48598,19726.6
4.47917,32.9268,85.8996,56.1951,250.06,34.8171,0,0,0,0,39.0071,8.58996,13.0889,8.65176,22798.6
4.48958,28.6552,74.9476,48.9049,218.178,30.378,0,0,0,0,34.0338,7.49476,11.4201,7.54868,19891.9
4.5,31.4316,82.3192,53.6433,239.638,33.3659,0,0,0,0,37.3812,8.23192,12.5433,8.29114,21848.3
4.51042,30.8167,80.7056,52.5938,234.94,32.7119,0,0,0,0,36.6485,8.07056,12.2974,8.12863,21420.1
4.52083,29.7689,77.8418,50.8056,226.604,31.5511,0,0,0,0,35.348,7.78418,11.8611,7.84018,20660
4.53125,31.6208,82.424,53.9662,239.943,33.4084,0,0,0,0,37.4288,8.2424,12.5593,8.3017,21876.2
4.54167,27.7503,71.9844,47.3605,209.552,29.177,0,0,0,0,32.6882,7.19844,10.9686,7.25023,19105.4
4.55208,32.0364,82.5522,54.6754,240.316,33.4604,0,0,0,0,37.487,8.25522,12.5788,8.31461,21910.2
4.5625,29.9045,76.4075,51.037,222.428,30.9698,0,0,0,0,34.6967,7.64075,11.6425,7.69572,20279.3
4.57292,29.1863,73.8037,49.8114,214.848,29.9144,0,0,0,0,33.5143,7.38037,11.2458,7.43346,19588.2
4.58333,31.1238,77.7436,53.1179,226.318,31.5113,0,0,0,0,35.3034,7.77436,11.8461,7.83029,20633.9
4.59375,31.5898,77.7989,53.9133,226.479,31.5337,0,0,0,0,35.3285,7.77989,11.8545,7.83586,20648.6
4.60417,31.1547,75.5081,53.1707,219.81,30.6052,0,0,0,0,34.2883,7.55081,11.5055,7.60513,20040.6
4.61458,32.9993,78.5657,56.3187,228.711,31.8446,0,0,0,0,35.6768,7.85657,11.9714,7.9131,20852.1
4.625,31.6211,73.8269,53.9667,214.916,29.9238,0,0,0,0,33.5249,7.38269,11.2493,7.43581,19594.4
4.63542,31.9253,72.9759,54.4858,212.439,29.5789,0,0,0,0,33.1384,7.29759,11.1196,7.35009,19368.5
