# BSM2-style influent (synthesised, not the canonical IWA 609-day file).
# Generated by scripts/generate_bsm2_influent.py at repo setup.
# Profile follows the BSM2 constant-influent composition plus a diurnal
# flow / load pattern and a time-varying temperature T (degC). Replace with
# the official BSM2 file for published comparisons. TSS is omitted (derived).
# Columns: t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q,T
t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q,T
2.125,29.0284,72.929,98.6217,456.235,63.536,0,0,0,0,29.91,7.08478,20.2201,8.77512,25884.1,12.5679
2.13542,27.635,69.3904,93.8877,434.098,60.4531,0,0,0,0,28.4587,6.74101,19.239,8.34933,24628.2,12.5996
2.14583,24.8754,62.3321,84.5124,389.942,54.3039,0,0,0,0,25.5639,6.05533,17.2821,7.50005,22123,12.6301
2.15625,24.5392,61.2772,83.3702,383.343,53.3849,0,0,0,0,25.1313,5.95286,16.9896,7.37313,21748.6,12.6595
2.16667,26.7959,66.5986,91.0371,416.633,58.0209,0,0,0,0,27.3137,6.4698,18.465,8.01342,23637.3,12.6874
2.17708,28.988,71.6317,98.4847,448.119,62.4058,0,0,0,0,29.3779,6.95875,19.8604,8.61902,25423.6,12.714
2.1875,27.3991,67.2544,93.0865,420.735,58.5922,0,0,0,0,27.5827,6.53351,18.6468,8.09232,23870,12.739
2.19792,27.3176,66.5597,92.8094,416.389,57.987,0,0,0,0,27.2978,6.46602,18.4542,8.00873,23623.5,12.7624
2.20833,26.9051,65.037,91.408,406.864,56.6605,0,0,0,0,26.6733,6.3181,18.032,7.82552,23083,12.784
2.21875,28.2307,67.6808,95.9118,423.403,58.9637,0,0,0,0,27.7576,6.57493,18.765,8.14363,24021.4,12.8039
2.22917,27.7399,65.9497,94.2441,412.574,57.4556,0,0,0,0,27.0476,6.40677,18.2851,7.93534,23407,12.8219
2.23958,27.6078,65.0943,93.7956,407.222,56.7103,0,0,0,0,26.6968,6.32366,18.0479,7.83241,23103.4,12.8379
2.25,25.8857,60.5473,87.9447,378.777,52.749,0,0,0,0,24.832,5.88195,16.7872,7.28531,21489.6,12.852
2.26042,28.8432,66.9593,97.9928,418.889,58.3352,0,0,0,0,27.4617,6.50484,18.565,8.05682,23765.3,12.864
2.27083,29.0818,67.0507,98.8032,419.461,58.4148,0,0,0,0,27.4991,6.51372,18.5903,8.06781,23797.7,12.874
2.28125,25.4547,58.3336,86.4803,364.928,50.8204,0,0,0,0,23.924,5.66689,16.1734,7.01893,20703.9,12.8819
2.29167,30.3592,69.219,103.143,433.026,60.3039,0,0,0,0,28.3884,6.72437,19.1915,8.32872,24567.3,12.8876
2.30208,28.2098,64.059,95.8406,400.746,55.8084,0,0,0,0,26.2722,6.22309,17.7609,7.70785,22735.9,12.8913
2.3125,26.5619,60.143,90.242,376.248,52.3968,0,0,0,0,24.6662,5.84267,16.6751,7.23666,21346.1,12.8928
2.32292,24.6338,55.6833,83.6914,348.348,48.5115,0,0,0,0,22.8371,5.40942,15.4386,6.70004,19763.2,12.8922
2.33333,28.1204,63.5347,95.5369,397.466,55.3516,0,0,0,0,26.0572,6.17216,17.6155,7.64476,22549.8,12.8895
2.34375,27.9851,63.2754,95.0775,395.844,55.1257,0,0,0,0,25.9508,6.14697,17.5436,7.61356,22457.8,12.8847
2.35417,26.4154,59.8385,89.7442,374.342,52.1315,0,0,0,0,24.5412,5.81308,16.5907,7.20001,21238,12.8779
2.36458,24.7887,56.3193,84.2178,352.327,49.0655,0,0,0,0,23.0979,5.47121,15.615,6.77657,19988.9,12.8691
2.375,28.757,65.5903,97.6996,410.325,57.1425,0,0,0,0,26.9002,6.37185,18.1854,7.89209,23279.4,12.8583
2.38542,26.4253,60.5569,89.7781,378.837,52.7573,0,0,0,0,24.8359,5.88287,16.7899,7.28645,21492.9,12.8457
2.39583,26.584,61.2483,90.3172,383.162,53.3597,0,0,0,0,25.1194,5.95004,16.9816,7.36964,21738.3,12.8312
2.40625,31.1,72.0726,105.66,450.878,62.7899,0,0,0,0,29.5587,7.00158,19.9827,8.67207,25580.1,12.8151
2.41667,30.123,70.2373,102.341,439.396,61.1909,0,0,0,0,28.806,6.82329,19.4738,8.45124,24928.7,12.7972
2.42708,28.5245,66.9242,96.91,418.67,58.3046,0,0,0,0,27.4473,6.50144,18.5553,8.0526,23752.9,12.7778
2.4375,26.6062,62.8047,90.3927,392.899,54.7157,0,0,0,0,25.7578,6.10124,17.4131,7.55692,22290.8,12.757
2.44792,28.1103,66.7389,95.5027,417.51,58.1431,0,0,0,0,27.3713,6.48343,18.5039,8.03029,23687.1,12.7348
2.45833,24.1204,57.5672,81.9473,360.134,50.1528,0,0,0,0,23.6097,5.59244,15.961,6.92673,20431.9,12.7114
2.46875,27.3712,65.6224,92.9917,410.526,57.1705,0,0,0,0,26.9134,6.37497,18.1943,7.89596,23290.8,12.6868
2.47917,26.1919,63.0234,88.9849,394.267,54.9062,0,0,0,0,25.8475,6.12249,17.4737,7.58324,22368.4,12.6612
2.48958,25.4761,61.4585,86.5531,384.477,53.5428,0,0,0,0,25.2056,5.97046,17.0398,7.39494,21813,12.6348
2.5,25.0715,60.5633,85.1786,378.877,52.7629,0,0,0,0,24.8385,5.8835,16.7916,7.28722,21495.2,12.6076
2.51042,27.9411,67.4925,94.9278,422.225,58.7997,0,0,0,0,27.6804,6.55665,18.7128,8.12098,23954.6,12.5798
2.52083,27.3478,65.9578,92.912,412.624,57.4627,0,0,0,0,27.0509,6.40756,18.2873,7.93632,23409.9,12.5515
2.53125,27.4436,65.9808,93.2377,412.768,57.4827,0,0,0,0,27.0604,6.40979,18.2937,7.93908,23418,12.5228
2.54167,28.3729,67.8844,96.3949,424.677,59.1411,0,0,0,0,27.8411,6.59471,18.8215,8.16813,24093.6,12.494
2.55208,26.0744,61.9719,88.5859,387.689,53.9901,0,0,0,0,25.4162,6.02034,17.1822,7.45671,21995.2,12.465
2.5625,25.5442,60.1987,86.7845,376.596,52.4453,0,0,0,0,24.689,5.84807,16.6905,7.24335,21365.8,12.4362
2.57292,24.808,57.8609,84.2834,361.971,50.4086,0,0,0,0,23.7302,5.62097,16.0424,6.96206,20536.1,12.4075
2.58333,26.7699,61.6757,90.9487,385.836,53.7321,0,0,0,0,25.2947,5.99156,17.1001,7.42108,21890.1,12.3792
2.59375,28.261,64.196,96.0147,401.603,55.9278,0,0,0,0,26.3284,6.23641,17.7988,7.72433,22784.6,12.3514
2.60417,27.0228,60.4081,91.8079,377.906,52.6277,0,0,0,0,24.7749,5.86842,16.7486,7.26855,21440.1,12.3243
2.61458,28.099,61.7041,95.4642,386.014,53.7568,0,0,0,0,25.3064,5.99433,17.1079,7.4245,21900.1,12.2978
2.625,25.6184,55.1677,87.0367,345.123,48.0623,0,0,0,0,22.6257,5.35934,15.2957,6.63801,19580.2,12.2723
2.63542,26.5876,56.0555,90.3293,350.677,48.8358,0,0,0,0,22.9898,5.44559,15.5418,6.74483,19895.3,12.2478
2.64583,26.1835,53.9678,88.9566,337.616,47.0169,0,0,0,0,22.1335,5.24277,14.963,6.49363,19154.3,12.2244
2.65625,25.5268,51.3695,86.7253,321.362,44.7533,0,0,0,0,21.0679,4.99035,14.2426,6.18099,18232.2,12.2023
2.66667,29.7575,58.4033,101.099,365.364,50.8811,0,0,0,0,23.9526,5.67366,16.1928,7.02732,20728.6,12.1815
2.67708,28.3862,54.2894,96.4401,339.628,47.2971,0,0,0,0,22.2654,5.27401,15.0522,6.53233,19268.5,12.1622
2.6875,26.1892,48.7817,88.9757,305.173,42.4988,0,0,0,0,20.0066,4.73896,13.5251,5.86962,17313.7,12.1444
2.69792,26.1834,47.489,88.9562,297.085,41.3726,0,0,0,0,19.4764,4.61338,13.1667,5.71407,16854.9,12.1284
2.70833,27.1483,47.9514,92.2345,299.978,41.7754,0,0,0,0,19.666,4.6583,13.2949,5.76971,17019,12.114
2.71875,25.2631,43.478,85.8296,271.993,37.8781,0,0,0,0,17.8314,4.22372,12.0546,5.23145,15431.3,12.1015
2.72917,27.8195,46.6954,94.5147,292.121,40.6812,0,0,0,0,19.1509,4.53628,12.9467,5.61858,16573.2,12.0909
2.73958,25.4643,41.7457,86.5132,261.156,36.369,0,0,0,0,17.1209,4.05544,11.5743,5.02301,14816.5,12.0823
2.75,26.7219,42.8659,90.7858,268.164,37.3449,0,0,0,0,17.5804,4.16426,11.8849,5.1578,15214,12.0756
2.76042,25.8311,40.6404,87.7592,254.242,35.4061,0,0,0,0,16.6676,3.94807,11.2679,4.89002,14424.2,12.0711
2.77083,26.573,41.117,90.2797,257.223,35.8213,0,0,0,0,16.8631,3.99436,11.4,4.94737,14593.3,12.0686
2.78125,25.4141,38.796,86.3425,242.703,33.7992,0,0,0,0,15.9112,3.76889,10.7565,4.6681,13769.6,12.0682
2.79167,25.0851,37.9117,85.2248,237.171,33.0288,0,0,0,0,15.5485,3.68298,10.5113,4.56169,13455.7,12.07
2.80208,25.911,38.9146,88.0306,243.445,33.9026,0,0,0,0,15.9599,3.78041,10.7894,4.68237,13811.6,12.074
2.8125,26.3005,39.4067,89.354,246.524,34.3313,0,0,0,0,16.1617,3.82822,10.9258,4.74158,13986.3,12.0801
2.82292,26.8248,40.2588,91.1352,251.854,35.0736,0,0,0,0,16.5111,3.91099,11.1621,4.8441,14288.7,12.0883
2.83333,27.3201,41.2341,92.818,257.956,35.9233,0,0,0,0,16.9111,4.00574,11.4325,4.96146,14634.9,12.0987
2.84375,29.3048,44.6519,99.5608,279.337,38.9009,0,0,0,0,18.3129,4.33777,12.3801,5.37271,15847.9,12.1111
2.85417,28.3319,43.7412,96.2556,273.64,38.1075,0,0,0,0,17.9393,4.24929,12.1276,5.26312,15524.7,12.1257
2.86458,26.8819,42.1932,91.3294,263.956,36.7588,0,0,0,0,17.3045,4.09891,11.6984,5.07686,14975.3,12.1422
2.875,28.2144,45.1562,95.8563,282.492,39.3402,0,0,0,0,18.5197,4.38675,12.5199,5.43338,16026.9,12.1607
2.88542,26.2884,43.0123,89.3129,269.08,37.4724,0,0,0,0,17.6404,4.17848,11.9255,5.17541,15266,12.1812
2.89583,29.198,48.9428,99.1982,306.18,42.6391,0,0,0,0,20.0726,4.75461,13.5698,5.889,17370.9,12.2034
2.90625,27.9742,48.1199,95.0403,301.033,41.9222,0,0,0,0,19.7352,4.67467,13.3416,5.78999,17078.8,12.2274
2.91667,25.3805,44.8567,86.2283,280.618,39.0793,0,0,0,0,18.3968,4.35766,12.4369,5.39734,15920.6,12.2531
2.92708,28.2545,51.3466,95.9926,321.218,44.7333,0,0,0,0,21.0585,4.98813,14.2362,6.17823,18224,12.2804
2.9375,28.3372,52.97,96.2734,331.374,46.1477,0,0,0,0,21.7243,5.14584,14.6863,6.37357,18800.2,12.3092
2.94792,23.5703,45.3185,80.0783,283.507,39.4816,0,0,0,0,18.5862,4.40252,12.5649,5.4529,16084.5,12.3393
2.95833,26.2078,51.8097,89.0391,324.115,45.1368,0,0,0,0,21.2484,5.03312,14.3646,6.23395,18388.4,12.3708
2.96875,26.5812,53.9909,90.3076,337.761,47.0371,0,0,0,0,22.143,5.24502,14.9694,6.49641,19162.6,12.4033
2.97917,24.6009,51.2909,83.5797,320.87,44.6848,0,0,0,0,21.0357,4.98272,14.2208,6.17153,18204.3,12.4369
2.98958,25.7734,55.0906,87.5634,344.64,47.9951,0,0,0,0,22.594,5.35185,15.2743,6.62873,19552.9,12.4715
3,25.9352,56.7539,88.1129,355.046,49.4442,0,0,0,0,23.2762,5.51343,15.7354,6.82886,20143.2,12.5067
3.01042,27.9165,62.4424,94.8443,390.632,54.4,0,0,0,0,25.6092,6.06605,17.3126,7.51333,22162.2,12.5427
3.02083,27.6352,63.0735,93.8886,394.58,54.9498,0,0,0,0,25.868,6.12735,17.4876,7.58926,22386.2,12.5791
3.03125,30.8012,71.6018,104.645,447.932,62.3797,0,0,0,0,29.3657,6.95584,19.8521,8.61542,25413,12.6159
3.04167,26.6895,63.0725,90.6756,394.574,54.949,0,0,0,0,25.8676,6.12726,17.4873,7.58914,22385.8,12.653
3.05208,28.7961,69.0441,97.8326,431.932,60.1515,0,0,0,0,28.3167,6.70738,19.143,8.30767,24505.3,12.6901
3.0625,27.3335,66.3618,92.8637,415.152,57.8146,0,0,0,0,27.2166,6.4468,18.3993,7.98493,23553.3,12.7273
3.07292,27.595,67.7042,93.752,423.55,58.9841,0,0,0,0,27.7672,6.57721,18.7715,8.14645,24029.7,12.7642
3.08333,25.6476,63.4647,87.1358,397.028,55.2907,0,0,0,0,26.0285,6.16536,17.5961,7.63634,22525,12.8008
3.09375,24.6249,61.3358,83.6612,383.709,53.4359,0,0,0,0,25.1553,5.95854,17.0058,7.38017,21769.4,12.8369
3.10417,26.1819,65.5193,88.951,409.881,57.0806,0,0,0,0,26.8711,6.36495,18.1657,7.88355,23254.2,12.8724
3.11458,28.2637,70.9303,96.024,443.732,61.7947,0,0,0,0,29.0903,6.89061,19.666,8.53462,25174.7,12.9072
3.125,29.3809,73.8147,99.8194,461.776,64.3076,0,0,0,0,30.2732,7.17082,20.4657,8.88168,26198.4,12.9412
3.13542,28.0484,70.4285,95.2924,440.593,61.3576,0,0,0,0,28.8845,6.84187,19.5269,8.47425,24996.6,12.9741
3.14583,27.9045,69.9223,94.8035,437.426,60.9165,0,0,0,0,28.6769,6.79269,19.3865,8.41334,24816.9,13.006
3.15625,26.0844,65.1357,88.6197,407.481,56.7464,0,0,0,0,26.7137,6.32769,18.0594,7.83739,23118.1,13.0366
3.16667,29.3148,72.8592,99.595,455.799,63.4752,0,0,0,0,29.8814,7.078,20.2008,8.76672,25859.3,13.0659
3.17708,29.0555,71.7985,98.714,449.163,62.5511,0,0,0,0,29.4463,6.97496,19.9067,8.63909,25482.9,13.0937
3.1875,26.5036,65.0561,90.0439,406.984,56.6771,0,0,0,0,26.6811,6.31996,18.0373,7.82782,23089.8,13.12
3.19792,27.1631,66.1832,92.2845,414.035,57.659,0,0,0,0,27.1434,6.42945,18.3498,7.96344,23489.9,13.1447
3.20833,25.8703,62.5356,87.8923,391.215,54.4812,0,0,0,0,25.6474,6.0751,17.3385,7.52454,22195.3,13.1676
3.21875,29.2235,70.061,99.2848,438.293,61.0374,0,0,0,0,28.7337,6.80616,19.4249,8.43002,24866.2,13.1888
3.22917,27.7794,66.0437,94.3784,413.161,57.5375,0,0,0,0,27.0861,6.41589,18.3111,7.94665,23440.3,13.208
3.23958,27.0968,63.8893,92.0593,399.684,55.6606,0,0,0,0,26.2026,6.20661,17.7138,7.68742,22675.7,13.2254
3.25,27.7801,64.9785,94.3809,406.498,56.6095,0,0,0,0,26.6493,6.31241,18.0158,7.81848,23062.3,13.2407
3.26042,27.826,64.5978,94.5369,404.116,56.2778,0,0,0,0,26.4932,6.27544,17.9102,7.77268,22927.2,13.2541
3.27083,26.666,61.4809,90.5958,384.618,53.5624,0,0,0,0,25.2149,5.97264,17.0461,7.39764,21820.9,13.2653
3.28125,25.536,58.5201,86.7568,366.095,50.9829,0,0,0,0,24.0005,5.68501,16.2251,7.04138,20770.1,13.2745
3.29167,25.4786,58.0912,86.5617,363.412,50.6093,0,0,0,0,23.8247,5.64335,16.1062,6.98978,20617.8,13.2815
3.30208,24.8597,56.4518,84.4591,353.156,49.181,0,0,0,0,23.1523,5.48408,15.6517,6.79251,20036,13.2864
3.3125,27.8541,63.069,94.6323,394.552,54.9459,0,0,0,0,25.8662,6.12692,17.4864,7.58872,22384.6,13.2892
3.32292,30.2463,68.3701,102.76,427.716,59.5643,0,0,0,0,28.0403,6.6419,18.9561,8.22658,24266.1,13.2898
3.33333,24.9132,56.2886,84.6409,352.135,49.0388,0,0,0,0,23.0853,5.46822,15.6064,6.77287,19978,13.2884
3.34375,27.4145,61.985,93.1386,387.771,54.0016,0,0,0,0,25.4216,6.02162,17.1858,7.4583,21999.8,13.2849
3.35417,27.7857,62.9426,94.3998,393.762,54.8358,0,0,0,0,25.8143,6.11464,17.4513,7.57352,22339.7,13.2793
3.36458,25.8858,58.8119,87.9452,367.92,51.2371,0,0,0,0,24.1202,5.71336,16.3061,7.07649,20873.6,13.2718
3.375,27.5045,62.7336,93.4445,392.454,54.6537,0,0,0,0,25.7286,6.09433,17.3934,7.54836,22265.5,13.2623
3.38542,25.7329,58.9702,87.4257,368.91,51.375,0,0,0,0,24.1851,5.72873,16.3499,7.09553,20929.8,13.2509
3.39583,28.8603,66.4928,98.0508,415.971,57.9287,0,0,0,0,27.2703,6.45952,18.4356,8.00068,23599.7,13.2377
3.40625,26.4172,61.2205,89.7506,382.988,53.3355,0,0,0,0,25.1081,5.94734,16.9739,7.36631,21728.5,13.2228
3.41667,27.3631,63.802,92.9641,399.138,55.5845,0,0,0,0,26.1668,6.19812,17.6896,7.67692,22644.7,13.2062
3.42708,28.1577,66.0635,95.6636,413.285,57.5547,0,0,0,0,27.0943,6.41782,18.3166,7.94903,23447.4,13.188
3.4375,26.6411,62.887,90.5111,393.414,54.7873,0,0,0,0,25.7915,6.10923,17.4359,7.56682,22320,13.1684
3.44792,24.7878,58.8506,84.2146,368.162,51.2708,0,0,0,0,24.1361,5.71711,16.3168,7.08114,20887.3,13.1475
3.45833,26.503,63.2537,90.042,395.707,55.1068,0,0,0,0,25.9419,6.14486,17.5376,7.61094,22450.1,13.1253
3.46875,28.2649,67.7649,96.0278,423.93,59.0371,0,0,0,0,27.7921,6.58311,18.7884,8.15376,24051.3,13.102
3.47917,27.1111,65.2354,92.108,408.105,56.8333,0,0,0,0,26.7546,6.33737,18.087,7.84939,23153.5,13.0776
3.48958,27.539,66.4351,93.5618,415.61,57.8784,0,0,0,0,27.2467,6.45392,18.4196,7.99374,23579.3,13.0524
3.5,25.7554,62.2154,87.5022,389.212,54.2022,0,0,0,0,25.5161,6.04399,17.2497,7.48601,22081.6,13.0264
3.51042,27.4212,66.2367,93.1614,414.369,57.7056,0,0,0,0,27.1653,6.43465,18.3646,7.96987,23508.8,12.9998
3.52083,28.2175,68.0554,95.8667,425.746,59.2901,0,0,0,0,27.9112,6.61132,18.8689,8.1887,24154.3,12.9728
3.53125,27.2758,65.5773,92.6676,410.244,57.1312,0,0,0,0,26.8949,6.37059,18.1818,7.89053,23274.8,12.9453
3.54167,29.8236,71.3552,101.323,446.39,62.1649,0,0,0,0,29.2645,6.93189,19.7838,8.58575,25325.5,12.9177
3.55208,26.9433,64.0371,91.538,400.608,55.7893,0,0,0,0,26.2632,6.22096,17.7548,7.7052,22728.1,12.89
3.5625,25.8086,60.8218,87.6828,380.494,52.9881,0,0,0,0,24.9445,5.90861,16.8633,7.31833,21587,12.8624
3.57292,25.0241,58.3648,85.0174,365.123,50.8476,0,0,0,0,23.9368,5.66992,16.1821,7.02269,20714.9,12.8349
3.58333,28.7944,66.3401,97.827,415.016,57.7957,0,0,0,0,27.2077,6.44469,18.3933,7.98231,23545.5,12.8078
3.59375,27.1459,61.6629,92.226,385.756,53.721,0,0,0,0,25.2895,5.99032,17.0965,7.41954,21885.5,12.7813
3.60417,28.6033,63.9413,97.1777,400.009,55.7059,0,0,0,0,26.2239,6.21166,17.7282,7.69368,22694.2,12.7553
3.61458,27.8492,61.1557,94.6157,382.583,53.2791,0,0,0,0,25.0815,5.94105,16.9559,7.35851,21705.5,12.7301
3.625,29.4384,63.3939,100.015,396.585,55.229,0,0,0,0,25.9994,6.15848,17.5765,7.62782,22499.9,12.7057
3.63542,28.9498,61.0358,98.3547,381.833,53.1746,0,0,0,0,25.0323,5.9294,16.9227,7.34408,21662.9,12.6824
3.64583,26.7122,55.0575,90.7528,344.433,47.9663,0,0,0,0,22.5805,5.34863,15.2651,6.62475,19541.1,12.6602
3.65625,27.599,55.5397,93.7657,347.45,48.3864,0,0,0,0,22.7782,5.39547,15.3988,6.68276,19712.2,12.6393
3.66667,28.7037,56.3351,97.5188,352.426,49.0793,0,0,0,0,23.1044,5.47274,15.6193,6.77847,19994.5,12.6197
3.67708,25.5435,48.8527,86.7822,305.617,42.5606,0,0,0,0,20.0357,4.74585,13.5448,5.87815,17338.9,12.6016
3.6875,29.2013,54.3924,99.2093,340.272,47.3868,0,0,0,0,22.3077,5.28402,15.0807,6.54472,19305,12.585
3.69792,28.8761,52.3727,98.1044,327.638,45.6273,0,0,0,0,21.4793,5.08781,14.5207,6.3017,18588.2,12.5701
3.70833,28.5643,50.4523,97.045,315.624,43.9542,0,0,0,0,20.6917,4.90125,13.9883,6.07063,17906.6,12.557
3.71875,26.9527,46.3857,91.5697,290.183,40.4114,0,0,0,0,19.0239,4.5062,12.8608,5.58132,16463.3,12.5457
3.72917,27.6375,46.3899,93.8964,290.21,40.415,0,0,0,0,19.0257,4.50661,12.862,5.58183,16464.8,12.5362
3.73958,25.7053,42.1407,87.3318,263.627,36.7131,0,0,0,0,17.2829,4.09381,11.6838,5.07054,14956.7,12.5288
3.75,27.3051,43.8014,92.767,274.016,38.1599,0,0,0,0,17.964,4.25514,12.1443,5.27036,15546.1,12.5233
3.76042,26.4266,41.5773,89.7824,260.103,36.2223,0,0,0,0,17.0519,4.03908,11.5276,5.00276,14756.7,12.5199
3.77083,27.344,42.3101,92.8994,264.687,36.8607,0,0,0,0,17.3524,4.11027,11.7308,5.09092,15016.8,12.5186
3.78125,26.5529,40.5344,90.2114,253.579,35.3137,0,0,0,0,16.6242,3.93777,11.2385,4.87727,14386.6,12.5194
3.79167,27.6125,41.7314,93.8116,261.067,36.3566,0,0,0,0,17.1151,4.05405,11.5704,5.0213,14811.4,12.5223
3.80208,28.8316,43.301,97.9534,270.886,37.724,0,0,0,0,17.7588,4.20653,12.0055,5.21016,15368.5,12.5274
3.8125,25.4434,38.1226,86.4422,238.49,33.2125,0,0,0,0,15.635,3.70346,10.5698,4.58706,13530.5,12.5347
3.82292,28.4859,42.7519,96.7789,267.451,37.2456,0,0,0,0,17.5336,4.15318,11.8533,5.14408,15173.6,12.5441
3.83333,24.5147,36.9999,83.287,231.467,32.2345,0,0,0,0,15.1746,3.59441,10.2585,4.45199,13132.1,12.5556
3.84375,24.2844,37.0023,82.5043,231.482,32.2365,0,0,0,0,15.1756,3.59463,10.2592,4.45227,13132.9,12.5692
3.85417,27.0637,41.7832,91.9469,261.391,36.4017,0,0,0,0,17.1363,4.05908,11.5847,5.02753,14829.8,12.5849
3.86458,27.2354,42.7479,92.5301,267.426,37.2421,0,0,0,0,17.532,4.1528,11.8522,5.14361,15172.2,12.6026
3.875,27.829,44.5393,94.5469,278.633,38.8028,0,0,0,0,18.2667,4.32683,12.3489,5.35916,15808,12.6222
3.88542,24.9836,40.8774,84.8799,255.724,35.6125,0,0,0,0,16.7648,3.97109,11.3336,4.91854,14508.3,12.6438
3.89583,27.1446,45.5007,92.2218,284.647,39.6404,0,0,0,0,18.661,4.42023,12.6154,5.47483,16149.2,12.6672
3.90625,27.3984,47.1295,93.0842,294.837,41.0594,0,0,0,0,19.329,4.57846,13.067,5.67082,16727.3,12.6924
3.91667,28.9349,51.1387,98.3043,319.918,44.5522,0,0,0,0,20.9732,4.96793,14.1786,6.15322,18150.2,12.7192
3.92708,27.0848,49.2209,92.0187,307.92,42.8814,0,0,0,0,20.1867,4.78163,13.6469,5.92246,17469.6,12.7476
3.9375,27.9463,52.2394,94.9456,326.804,45.5112,0,0,0,0,21.4247,5.07487,14.4838,6.28567,18540.9,12.7775
3.94792,25.8956,49.7894,87.9785,311.477,43.3767,0,0,0,0,20.4199,4.83685,13.8045,5.99086,17671.3,12.8088
3.95833,26.9709,53.3182,91.6316,333.552,46.451,0,0,0,0,21.8671,5.17966,14.7829,6.41546,18923.8,12.8413
3.96875,26.6197,54.0691,90.4384,338.25,47.1052,0,0,0,0,22.1751,5.25262,14.9911,6.50582,19190.3,12.875
3.97917,28.1836,58.7606,95.7517,367.599,51.1924,0,0,0,0,24.0992,5.70837,16.2918,7.07032,20855.4,12.9097
3.98958,25.8801,55.3186,87.9258,346.067,48.1938,0,0,0,0,22.6875,5.374,15.3375,6.65617,19633.8,12.9454
4,26.0904,57.0936,88.6403,357.171,49.7401,0,0,0,0,23.4155,5.54643,15.8296,6.86973,20263.8,12.9818
4.01042,28.0103,62.6522,95.1629,391.945,54.5828,0,0,0,0,25.6952,6.08643,17.3708,7.53857,22236.6,13.0188
4.02083,29.6622,67.6997,100.775,423.522,58.9802,0,0,0,0,27.7653,6.57677,18.7703,8.14591,24028.1,13.0564
4.03125,27.7472,64.5022,94.269,403.518,56.1945,0,0,0,0,26.4539,6.26615,17.8837,7.76117,22893.2,13.0943
4.04167,27.6394,65.3174,93.903,408.618,56.9048,0,0,0,0,26.7883,6.34534,18.1098,7.85926,23182.6,13.1324
4.05208,26.755,64.1502,90.8981,401.316,55.8878,0,0,0,0,26.3096,6.23195,17.7861,7.71881,22768.3,13.1707
4.0625,28.7079,69.6985,97.5329,436.026,60.7216,0,0,0,0,28.5851,6.77095,19.3245,8.38642,24737.5,13.2089
4.07292,27.9612,68.6026,94.9961,429.17,59.7668,0,0,0,0,28.1356,6.66449,19.0206,8.25455,24348.6,13.2469
4.08333,29.5856,73.2094,100.515,457.989,63.7802,0,0,0,0,30.025,7.11201,20.2979,8.80885,25983.6,13.2846
4.09375,27.6764,68.9365,94.0285,431.259,60.0577,0,0,0,0,28.2726,6.69693,19.1132,8.29473,24467.1,13.3218
4.10417,25.9348,64.9009,88.1114,406.012,56.5419,0,0,0,0,26.6175,6.30488,17.9943,7.80914,23034.7,13.3584
4.11458,26.4503,66.3794,89.863,415.262,57.8299,0,0,0,0,27.2238,6.44851,18.4042,7.98704,23559.5,13.3943
4.125,25.882,65.0244,87.9323,406.785,56.6495,0,0,0,0,26.6681,6.31687,18.0285,7.824,23078.6,13.4293
4.13542,25.5234,64.0884,86.714,400.93,55.834,0,0,0,0,26.2842,6.22595,17.769,7.71138,22746.4,13.4634
4.14583,28.9465,72.5333,98.3436,453.76,63.1912,0,0,0,0,29.7477,7.04634,20.1104,8.7275,25743.6,13.4963
4.15625,28.3252,70.7313,96.2329,442.487,61.6214,0,0,0,0,29.0087,6.87128,19.6108,8.51069,25104.1,13.528
4.16667,25.54,63.4772,86.7703,397.106,55.3016,0,0,0,0,26.0336,6.16657,17.5996,7.63784,22529.4,13.5583
4.17708,29.6511,73.2703,100.738,458.37,63.8333,0,0,0,0,30.05,7.11793,20.3147,8.81618,26005.2,13.5872
4.1875,27.5591,67.6471,93.6301,423.192,58.9344,0,0,0,0,27.7438,6.57166,18.7557,8.13958,24009.4,13.6146
4.19792,25.9236,63.1632,88.0734,395.141,55.028,0,0,0,0,25.9048,6.13606,17.5125,7.60005,22418,13.6403
4.20833,27.752,67.0842,94.2853,419.671,58.444,0,0,0,0,27.5129,6.51698,18.5996,8.07185,23809.6,13.6643
4.21875,27.132,65.0467,92.179,406.925,56.6689,0,0,0,0,26.6773,6.31905,18.0347,7.82669,23086.5,13.6865
4.22917,26.1744,62.2279,88.9255,389.29,54.2131,0,0,0,0,25.5212,6.04521,17.2532,7.48752,22086,13.7069
4.23958,24.5813,57.9582,83.513,362.579,50.4933,0,0,0,0,23.7701,5.63042,16.0693,6.97376,20570.6,13.7253
4.25,27.2762,63.7998,92.6688,399.124,55.5826,0,0,0,0,26.1659,6.19791,17.689,7.67665,22643.9,13.7417
4.26042,27.6237,64.1281,93.8495,401.178,55.8686,0,0,0,0,26.3005,6.22981,17.78,7.71616,22760.5,13.756
4.27083,23.7153,54.6777,80.5709,342.057,47.6354,0,0,0,0,22.4247,5.31173,15.1598,6.57905,19406.3,13.7683
4.28125,27.9816,64.1245,95.0654,401.155,55.8655,0,0,0,0,26.299,6.22945,17.779,7.71572,22759.2,13.7785
